,Grupo de edad,Sexo,Fecha,Contagios
3075,75 - 79 años,M,2020-11-09,5289
3076,80 y más años,M,2020-11-09,6470
3077,00 - 04 años,F,2020-11-09,5985
3078,05 - 09 años,F,2020-11-09,5515
3079,10 - 14 años,F,2020-11-09,6866
3080,15 - 19 años,F,2020-11-09,11799
3081,20 - 24 años,F,2020-11-09,24207
3082,25 - 29 años,F,2020-11-09,35294
3083,30 - 34 años,F,2020-11-09,32982
3084,35 - 39 años,F,2020-11-09,26272
3085,40 - 44 años,F,2020-11-09,22254
3086,45 - 49 años,F,2020-11-09,23156
3087,50 - 54 años,F,2020-11-09,22158
3088,55 - 59 años,F,2020-11-09,20374
3089,60 - 64 años,F,2020-11-09,14793
3090,65 - 69 años,F,2020-11-09,9995
3091,70 - 74 años,F,2020-11-09,7484
3092,75 - 79 años,F,2020-11-09,5800
3093,80 y más años,F,2020-11-09,10017
3094,00 - 04 años,M,2020-11-13,6644
3095,05 - 09 años,M,2020-11-13,5853
3096,10 - 14 años,M,2020-11-13,6690
3097,15 - 19 años,M,2020-11-13,10650
3098,20 - 24 años,M,2020-11-13,23744
3099,25 - 29 años,M,2020-11-13,35744
3100,30 - 34 años,M,2020-11-13,35943
3101,35 - 39 años,M,2020-11-13,29412
3102,40 - 44 años,M,2020-11-13,24906
3103,45 - 49 años,M,2020-11-13,24348
3104,50 - 54 años,M,2020-11-13,23210
3105,55 - 59 años,M,2020-11-13,21912
3106,60 - 64 años,M,2020-11-13,16588
3107,65 - 69 años,M,2020-11-13,10801
3108,70 - 74 años,M,2020-11-13,7690
3109,75 - 79 años,M,2020-11-13,5347
3110,80 y más años,M,2020-11-13,6542
3111,00 - 04 años,F,2020-11-13,6074
3112,05 - 09 años,F,2020-11-13,5610
3113,10 - 14 años,F,2020-11-13,6962
3114,15 - 19 años,F,2020-11-13,11967
3115,20 - 24 años,F,2020-11-13,24503
3116,25 - 29 años,F,2020-11-13,35700
3117,30 - 34 años,F,2020-11-13,33295
3118,35 - 39 años,F,2020-11-13,26569
3119,40 - 44 años,F,2020-11-13,22472
3120,45 - 49 años,F,2020-11-13,23373
3121,50 - 54 años,F,2020-11-13,22399
3122,55 - 59 años,F,2020-11-13,20595
3123,60 - 64 años,F,2020-11-13,14971
3124,65 - 69 años,F,2020-11-13,10089
3125,70 - 74 años,F,2020-11-13,7554
3126,75 - 79 años,F,2020-11-13,5866
3127,80 y más años,F,2020-11-13,10127
